State,Phase,Time Period,Time Period Start Date,Time Period End Date,Region,Perc of Pop with Symptoms of Depression,Perc of Pop with Symptoms of Anxiety,Perc of Pop with Symptoms of Either,Region_Northeast,Region_South,Region_West
Colorado,1.0,2,2020-05-07,2020-05-12,West,23.6,29.7,32.2,0,0,1
Colorado,1.0,3,2020-05-14,2020-05-19,West,23.7,27.6,33.1,0,0,1
Colorado,1.0,4,2020-05-21,2020-05-26,West,25.5,28.8,33.5,0,0,1
Colorado,1.0,5,2020-05-28,2020-06-02,West,23.9,29.4,33.6,0,0,1
Colorado,1.0,6,2020-06-04,2020-06-09,West,23.9,30.9,34.7,0,0,1
Colorado,1.0,7,2020-06-11,2020-06-16,West,22.1,29.8,33.5,0,0,1
Colorado,1.0,8,2020-06-18,2020-06-23,West,23.0,26.7,31.4,0,0,1
Colorado,1.0,9,2020-06-25,2020-06-30,West,26.1,33.0,37.3,0,0,1
Colorado,1.0,10,2020-07-02,2020-07-07,West,30.0,35.4,42.4,0,0,1
Colorado,1.0,11,2020-07-09,2020-07-14,West,26.1,35.2,39.2,0,0,1
Colorado,1.0,12,2020-07-16,2020-07-21,West,29.1,38.0,41.5,0,0,1
Colorado,2.0,13,2020-08-19,2020-08-31,West,24.5,32.6,37.6,0,0,1
Colorado,2.0,14,2020-09-02,2020-09-14,West,22.7,33.4,36.7,0,0,1
Colorado,2.0,15,2020-09-16,2020-09-28,West,25.2,34.2,37.7,0,0,1
Colorado,2.0,16,2020-09-30,2020-10-12,West,23.8,32.8,37.5,0,0,1
Colorado,2.0,17,2020-10-14,2020-10-26,West,26.1,34.1,37.7,0,0,1
Colorado,3.0,18,2020-10-28,2020-11-09,West,29.2,40.5,43.3,0,0,1
Colorado,3.0,19,2020-11-11,2020-11-23,West,26.0,42.2,45.8,0,0,1
Colorado,3.0,20,2020-11-25,2020-12-07,West,28.4,37.8,43.0,0,0,1
Colorado,3.0,21,2020-12-09,2020-12-21,West,30.3,39.4,44.6,0,0,1
Colorado,3.0,22,2021-01-06,2021-01-18,West,29.1,36.6,41.7,0,0,1
Colorado,3.0,23,2021-01-20,2021-02-01,West,26.5,37.7,41.4,0,0,1
Colorado,3.0,24,2021-02-03,2021-02-15,West,23.6,30.7,36.3,0,0,1
Colorado,3.0,25,2021-02-17,2021-03-01,West,28.1,31.8,37.6,0,0,1
Colorado,3.0,26,2021-03-03,2021-03-15,West,27.0,37.1,42.3,0,0,1
Colorado,3.0,27,2021-03-17,2021-03-29,West,22.5,30.3,34.8,0,0,1
Colorado,3.1,28,2021-04-14,2021-04-26,West,22.7,25.9,31.5,0,0,1
Colorado,3.1,29,2021-04-28,2021-05-10,West,21.3,25.7,30.8,0,0,1
Colorado,3.1,30,2021-05-12,2021-05-24,West,22.8,28.2,33.1,0,0,1
Colorado,3.1,31,2021-05-26,2021-06-07,West,19.6,26.2,30.3,0,0,1
Colorado,3.1,32,2021-06-09,2021-06-21,West,20.7,23.9,28.3,0,0,1
Colorado,3.1,33,2021-06-23,2021-07-05,West,18.6,24.1,27.9,0,0,1
Colorado,3.2,34,2021-07-21,2021-08-02,West,19.9,24.4,27.9,0,0,1
Colorado,3.2,35,2021-08-04,2021-08-16,West,21.1,26.5,30.2,0,0,1
Colorado,3.2,36,2021-08-18,2021-08-30,West,19.5,27.9,29.7,0,0,1
Colorado,3.2,37,2021-09-01,2021-09-13,West,19.5,25.7,29.1,0,0,1
Colorado,3.2,38,2021-09-15,2021-09-27,West,21.1,27.7,30.9,0,0,1
Colorado,3.2,39,2021-09-29,2021-10-11,West,23.0,29.1,32.0,0,0,1
Colorado,3.3,40,2021-12-01,2021-12-13,West,22.2,27.9,33.2,0,0,1
Colorado,3.3,41,2021-12-29,2022-01-10,West,21.1,26.7,30.2,0,0,1
Colorado,3.3,42,2022-01-26,2022-02-07,West,20.0,25.4,28.5,0,0,1
Colorado,3.4,43,2022-03-02,2022-03-14,West,18.8,24.0,29.0,0,0,1
Colorado,3.4,44,2022-03-30,2022-04-11,West,21.2,28.6,31.5,0,0,1
Colorado,3.4,45,2022-04-27,2022-05-09,West,15.9,20.9,24.0,0,0,1
Colorado,3.5,46,2022-06-01,2022-06-13,West,22.5,30.2,33.7,0,0,1
Colorado,3.5,47,2022-06-29,2022-07-11,West,21.5,29.3,33.1,0,0,1
Colorado,3.5,48,2022-07-27,2022-08-08,West,21.3,29.2,32.6,0,0,1
Colorado,3.6,49,2022-09-14,2022-09-26,West,26.8,32.5,37.6,0,0,1
Colorado,3.6,50,2022-10-05,2022-10-17,West,22.4,31.2,35.9,0,0,1
Colorado,3.6,51,2022-11-02,2022-11-14,West,21.9,29.7,33.2,0,0,1
Colorado,3.7,52,2022-12-09,2022-12-19,West,19.2,27.9,31.2,0,0,1
Colorado,3.7,53,2023-01-04,2023-01-16,West,21.8,28.5,32.1,0,0,1
Colorado,3.7,54,2023-02-01,2023-02-13,West,19.6,26.1,29.8,0,0,1
Colorado,3.8,55,2023-03-01,2023-03-13,West,24.6,32.7,37.0,0,0,1
Colorado,3.8,56,2023-03-29,2023-04-10,West,19.4,27.9,30.5,0,0,1
Colorado,3.8,57,2023-04-26,2023-05-08,West,17.4,27.0,30.4,0,0,1
Colorado,3.9,58,2023-06-07,2023-06-19,West,19.9,27.8,32.3,0,0,1
Colorado,3.9,59,2023-06-28,2023-07-10,West,20.6,27.3,31.6,0,0,1
Colorado,3.9,60,2023-07-26,2023-08-07,West,22.2,28.1,32.7,0,0,1
Colorado,3.1,61,2023-08-23,2023-09-04,West,19.3,25.7,30.1,0,0,1
Colorado,3.1,62,2023-09-20,2023-10-02,West,22.5,31.8,36.2,0,0,1
Connecticut,1.0,1,2020-04-23,2020-05-05,Northeast,24.4,34.9,40.2,1,0,0
Connecticut,1.0,2,2020-05-07,2020-05-12,Northeast,21.5,29.1,36.0,1,0,0
Connecticut,1.0,3,2020-05-14,2020-05-19,Northeast,20.2,28.7,33.9,1,0,0
Connecticut,1.0,4,2020-05-21,2020-05-26,Northeast,21.0,24.7,28.0,1,0,0
Connecticut,1.0,5,2020-05-28,2020-06-02,Northeast,25.4,26.7,35.1,1,0,0
Connecticut,1.0,6,2020-06-04,2020-06-09,Northeast,20.7,27.7,32.8,1,0,0
Connecticut,1.0,7,2020-06-11,2020-06-16,Northeast,25.5,35.1,38.7,1,0,0
Connecticut,1.0,8,2020-06-18,2020-06-23,Northeast,28.7,34.5,39.4,1,0,0
Connecticut,1.0,9,2020-06-25,2020-06-30,Northeast,24.0,32.5,35.3,1,0,0
Connecticut,1.0,10,2020-07-02,2020-07-07,Northeast,26.3,33.6,39.0,1,0,0
Connecticut,1.0,11,2020-07-09,2020-07-14,Northeast,26.7,31.0,35.7,1,0,0
Connecticut,1.0,12,2020-07-16,2020-07-21,Northeast,25.9,30.4,35.1,1,0,0
Connecticut,2.0,13,2020-08-19,2020-08-31,Northeast,23.8,33.9,38.8,1,0,0
Connecticut,2.0,14,2020-09-02,2020-09-14,Northeast,21.2,33.1,36.1,1,0,0
Connecticut,2.0,15,2020-09-16,2020-09-28,Northeast,19.0,30.4,33.5,1,0,0
Connecticut,2.0,16,2020-09-30,2020-10-12,Northeast,22.9,28.4,34.6,1,0,0
Connecticut,2.0,17,2020-10-14,2020-10-26,Northeast,21.8,32.5,36.9,1,0,0
Connecticut,3.0,18,2020-10-28,2020-11-09,Northeast,26.6,38.2,41.8,1,0,0
Connecticut,3.0,19,2020-11-11,2020-11-23,Northeast,25.3,33.5,37.5,1,0,0
Connecticut,3.0,20,2020-11-25,2020-12-07,Northeast,28.2,36.6,41.6,1,0,0
Connecticut,3.0,21,2020-12-09,2020-12-21,Northeast,29.0,35.6,40.8,1,0,0
Connecticut,3.0,22,2021-01-06,2021-01-18,Northeast,24.3,35.3,39.5,1,0,0
Connecticut,3.0,23,2021-01-20,2021-02-01,Northeast,25.2,35.8,40.6,1,0,0
Connecticut,3.0,24,2021-02-03,2021-02-15,Northeast,27.1,34.3,40.2,1,0,0
Connecticut,3.0,25,2021-02-17,2021-03-01,Northeast,28.1,35.8,40.6,1,0,0
Connecticut,3.0,26,2021-03-03,2021-03-15,Northeast,21.6,27.9,33.3,1,0,0
Connecticut,3.0,27,2021-03-17,2021-03-29,Northeast,20.9,28.2,31.8,1,0,0
Connecticut,3.1,28,2021-04-14,2021-04-26,Northeast,19.6,27.3,31.5,1,0,0
Connecticut,3.1,29,2021-04-28,2021-05-10,Northeast,18.2,25.8,29.4,1,0,0
Connecticut,3.1,30,2021-05-12,2021-05-24,Northeast,22.4,27.4,32.4,1,0,0
Connecticut,3.1,31,2021-05-26,2021-06-07,Northeast,16.2,19.7,23.6,1,0,0
Connecticut,3.1,32,2021-06-09,2021-06-21,Northeast,19.8,28.1,30.6,1,0,0
Connecticut,3.1,33,2021-06-23,2021-07-05,Northeast,18.1,22.9,26.8,1,0,0
Connecticut,3.2,34,2021-07-21,2021-08-02,Northeast,18.7,21.7,26.7,1,0,0
Connecticut,3.2,35,2021-08-04,2021-08-16,Northeast,16.0,22.5,24.9,1,0,0
Connecticut,3.2,36,2021-08-18,2021-08-30,Northeast,19.2,24.0,27.9,1,0,0
Connecticut,3.2,37,2021-09-01,2021-09-13,Northeast,18.7,25.5,29.2,1,0,0
Connecticut,3.2,38,2021-09-15,2021-09-27,Northeast,18.1,24.2,28.1,1,0,0
Connecticut,3.2,39,2021-09-29,2021-10-11,Northeast,19.2,25.1,28.7,1,0,0
Connecticut,3.3,40,2021-12-01,2021-12-13,Northeast,21.1,25.7,29.3,1,0,0
Connecticut,3.3,41,2021-12-29,2022-01-10,Northeast,22.3,28.0,31.6,1,0,0
Connecticut,3.3,42,2022-01-26,2022-02-07,Northeast,23.0,26.4,32.3,1,0,0
Connecticut,3.4,43,2022-03-02,2022-03-14,Northeast,17.1,25.3,28.9,1,0,0
Connecticut,3.4,44,2022-03-30,2022-04-11,Northeast,16.0,23.3,25.0,1,0,0
Connecticut,3.4,45,2022-04-27,2022-05-09,Northeast,19.5,24.9,30.0,1,0,0
Connecticut,3.5,46,2022-06-01,2022-06-13,Northeast,17.4,25.9,31.4,1,0,0
Connecticut,3.5,47,2022-06-29,2022-07-11,Northeast,21.0,30.3,32.7,1,0,0
Connecticut,3.5,48,2022-07-27,2022-08-08,Northeast,20.0,26.2,29.2,1,0,0
Connecticut,3.6,49,2022-09-14,2022-09-26,Northeast,22.8,29.5,34.5,1,0,0
Connecticut,3.6,50,2022-10-05,2022-10-17,Northeast,19.7,32.1,35.7,1,0,0
Connecticut,3.6,51,2022-11-02,2022-11-14,Northeast,21.7,30.9,34.8,1,0,0
Connecticut,3.7,52,2022-12-09,2022-12-19,Northeast,17.9,24.1,26.7,1,0,0
Connecticut,3.7,53,2023-01-04,2023-01-16,Northeast,19.6,27.4,30.5,1,0,0
Connecticut,3.7,54,2023-02-01,2023-02-13,Northeast,18.8,28.0,31.7,1,0,0
Connecticut,3.8,55,2023-03-01,2023-03-13,Northeast,19.7,23.5,28.4,1,0,0
Connecticut,3.8,56,2023-03-29,2023-04-10,Northeast,16.5,26.0,29.8,1,0,0
Connecticut,3.8,57,2023-04-26,2023-05-08,Northeast,18.9,25.3,28.7,1,0,0
Connecticut,3.9,58,2023-06-07,2023-06-19,Northeast,22.0,28.9,33.9,1,0,0
Connecticut,3.9,59,2023-06-28,2023-07-10,Northeast,18.9,25.5,29.3,1,0,0
Connecticut,3.9,60,2023-07-26,2023-08-07,Northeast,19.9,25.5,29.2,1,0,0
Connecticut,3.1,61,2023-08-23,2023-09-04,Northeast,14.9,20.5,24.8,1,0,0
Connecticut,3.1,62,2023-09-20,2023-10-02,Northeast,18.2,24.5,29.1,1,0,0
Delaware,1.0,1,2020-04-23,2020-05-05,South,21.1,29.9,34.7,0,1,0
Delaware,1.0,2,2020-05-07,2020-05-12,South,23.3,24.9,31.6,0,1,0
Delaware,1.0,3,2020-05-14,2020-05-19,South,21.8,26.6,31.8,0,1,0
Delaware,1.0,4,2020-05-21,2020-05-26,South,22.7,24.2,31.1,0,1,0
Delaware,1.0,5,2020-05-28,2020-06-02,South,20.7,26.2,30.3,0,1,0
Delaware,1.0,6,2020-06-04,2020-06-09,South,25.3,28.5,33.0,0,1,0
Delaware,1.0,7,2020-06-11,2020-06-16,South,24.4,30.2,34.7,0,1,0
Delaware,1.0,8,2020-06-18,2020-06-23,South,22.9,23.6,30.9,0,1,0
Delaware,1.0,9,2020-06-25,2020-06-30,South,25.4,27.4,33.2,0,1,0
Delaware,1.0,10,2020-07-02,2020-07-07,South,22.7,27.3,31.5,0,1,0
Delaware,1.0,11,2020-07-09,2020-07-14,South,23.3,31.0,34.4,0,1,0
Delaware,1.0,12,2020-07-16,2020-07-21,South,26.5,29.0,36.6,0,1,0
Delaware,2.0,13,2020-08-19,2020-08-31,South,20.1,24.6,30.5,0,1,0
Delaware,2.0,14,2020-09-02,2020-09-14,South,23.3,29.8,33.3,0,1,0
Delaware,2.0,15,2020-09-16,2020-09-28,South,18.3,24.8,28.0,0,1,0
Delaware,2.0,16,2020-09-30,2020-10-12,South,24.6,32.8,39.0,0,1,0
Delaware,2.0,17,2020-10-14,2020-10-26,South,23.3,31.7,34.3,0,1,0
Delaware,3.0,18,2020-10-28,2020-11-09,South,28.0,37.7,41.5,0,1,0
Delaware,3.0,19,2020-11-11,2020-11-23,South,24.3,31.9,35.9,0,1,0
Delaware,3.0,20,2020-11-25,2020-12-07,South,33.0,33.5,42.9,0,1,0
Delaware,3.0,21,2020-12-09,2020-12-21,South,30.4,35.3,39.9,0,1,0
Delaware,3.0,22,2021-01-06,2021-01-18,South,25.8,34.7,40.8,0,1,0
Delaware,3.0,23,2021-01-20,2021-02-01,South,22.5,27.1,32.8,0,1,0
Delaware,3.0,24,2021-02-03,2021-02-15,South,24.8,33.0,37.5,0,1,0
Delaware,3.0,25,2021-02-17,2021-03-01,South,21.6,30.3,33.7,0,1,0
Delaware,3.0,26,2021-03-03,2021-03-15,South,20.8,28.4,32.4,0,1,0
Delaware,3.0,27,2021-03-17,2021-03-29,South,17.2,26.1,30.6,0,1,0
Delaware,3.1,28,2021-04-14,2021-04-26,South,17.6,21.8,24.7,0,1,0
Delaware,3.1,29,2021-04-28,2021-05-10,South,23.1,26.3,30.8,0,1,0
Delaware,3.1,30,2021-05-12,2021-05-24,South,19.2,21.3,26.1,0,1,0
Delaware,3.1,31,2021-05-26,2021-06-07,South,21.1,24.0,27.4,0,1,0
Delaware,3.1,32,2021-06-09,2021-06-21,South,20.6,26.4,31.4,0,1,0
Delaware,3.1,33,2021-06-23,2021-07-05,South,17.4,21.9,25.8,0,1,0
Delaware,3.2,34,2021-07-21,2021-08-02,South,26.1,25.9,32.5,0,1,0
Delaware,3.2,35,2021-08-04,2021-08-16,South,19.0,29.2,32.1,0,1,0
Delaware,3.2,36,2021-08-18,2021-08-30,South,18.9,30.0,32.4,0,1,0
Delaware,3.2,37,2021-09-01,2021-09-13,South,20.2,27.5,30.4,0,1,0
Delaware,3.2,38,2021-09-15,2021-09-27,South,25.5,29.8,33.9,0,1,0
Delaware,3.2,39,2021-09-29,2021-10-11,South,20.0,21.8,26.6,0,1,0
Delaware,3.3,40,2021-12-01,2021-12-13,South,16.3,23.4,26.3,0,1,0
Delaware,3.3,41,2021-12-29,2022-01-10,South,21.5,27.4,30.1,0,1,0
Delaware,3.3,42,2022-01-26,2022-02-07,South,20.7,29.5,33.4,0,1,0
Delaware,3.4,43,2022-03-02,2022-03-14,South,14.5,22.0,24.3,0,1,0
Delaware,3.4,44,2022-03-30,2022-04-11,South,17.5,22.1,27.1,0,1,0
Delaware,3.4,45,2022-04-27,2022-05-09,South,14.9,21.9,24.2,0,1,0
Delaware,3.5,46,2022-06-01,2022-06-13,South,19.5,20.4,26.2,0,1,0
Delaware,3.5,47,2022-06-29,2022-07-11,South,20.2,23.6,25.5,0,1,0
Delaware,3.5,48,2022-07-27,2022-08-08,South,20.3,24.4,30.6,0,1,0
Delaware,3.6,49,2022-09-14,2022-09-26,South,26.1,34.4,39.6,0,1,0
Delaware,3.6,50,2022-10-05,2022-10-17,South,19.4,28.6,31.5,0,1,0
Delaware,3.6,51,2022-11-02,2022-11-14,South,15.3,23.3,26.4,0,1,0
Delaware,3.7,52,2022-12-09,2022-12-19,South,13.7,25.9,27.8,0,1,0
Delaware,3.7,53,2023-01-04,2023-01-16,South,21.0,27.2,30.7,0,1,0
Delaware,3.7,54,2023-02-01,2023-02-13,South,19.9,23.2,29.3,0,1,0
Delaware,3.8,55,2023-03-01,2023-03-13,South,20.3,25.4,31.6,0,1,0
Delaware,3.8,56,2023-03-29,2023-04-10,South,16.0,18.9,22.2,0,1,0
Delaware,3.8,57,2023-04-26,2023-05-08,South,19.4,21.7,27.4,0,1,0
Delaware,3.9,58,2023-06-07,2023-06-19,South,20.6,25.6,28.0,0,1,0
Delaware,3.9,59,2023-06-28,2023-07-10,South,17.6,15.9,21.7,0,1,0
Delaware,3.9,60,2023-07-26,2023-08-07,South,18.5,24.5,27.3,0,1,0
Delaware,3.1,61,2023-08-23,2023-09-04,South,20.1,25.0,32.8,0,1,0
Delaware,3.1,62,2023-09-20,2023-10-02,South,20.3,27.6,30.5,0,1,0
District of Columbia,1.0,1,2020-04-23,2020-05-05,South,26.4,31.4,37.6,0,1,0
District of Columbia,1.0,2,2020-05-07,2020-05-12,South,30.3,36.2,40.6,0,1,0
District of Columbia,1.0,3,2020-05-14,2020-05-19,South,25.9,33.3,37.3,0,1,0
District of Columbia,1.0,4,2020-05-21,2020-05-26,South,20.9,29.9,34.2,0,1,0
District of Columbia,1.0,5,2020-05-28,2020-06-02,South,21.3,28.2,33.0,0,1,0
District of Columbia,1.0,6,2020-06-04,2020-06-09,South,25.9,33.0,39.5,0,1,0
District of Columbia,1.0,7,2020-06-11,2020-06-16,South,16.3,25.9,28.9,0,1,0
District of Columbia,1.0,8,2020-06-18,2020-06-23,South,31.0,39.6,43.1,0,1,0
District of Columbia,1.0,9,2020-06-25,2020-06-30,South,27.6,29.6,39.4,0,1,0
District of Columbia,1.0,10,2020-07-02,2020-07-07,South,24.9,35.2,37.8,0,1,0
District of Columbia,1.0,11,2020-07-09,2020-07-14,South,20.8,23.8,28.0,0,1,0
District of Columbia,1.0,12,2020-07-16,2020-07-21,South,23.8,33.9,36.1,0,1,0
District of Columbia,2.0,13,2020-08-19,2020-08-31,South,23.8,30.6,35.3,0,1,0
District of Columbia,2.0,14,2020-09-02,2020-09-14,South,20.9,33.3,36.3,0,1,0
District of Columbia,2.0,15,2020-09-16,2020-09-28,South,27.5,40.2,46.4,0,1,0
District of Columbia,2.0,16,2020-09-30,2020-10-12,South,19.9,34.8,37.1,0,1,0
District of Columbia,2.0,17,2020-10-14,2020-10-26,South,26.2,35.1,40.1,0,1,0
District of Columbia,3.0,18,2020-10-28,2020-11-09,South,31.1,45.6,50.1,0,1,0
District of Columbia,3.0,19,2020-11-11,2020-11-23,South,27.8,35.3,40.3,0,1,0
District of Columbia,3.0,20,2020-11-25,2020-12-07,South,27.3,35.8,41.8,0,1,0
District of Columbia,3.0,21,2020-12-09,2020-12-21,South,22.6,34.4,41.4,0,1,0
District of Columbia,3.0,22,2021-01-06,2021-01-18,South,23.0,34.4,39.4,0,1,0
District of Columbia,3.0,23,2021-01-20,2021-02-01,South,21.5,37.5,43.7,0,1,0
District of Columbia,3.0,24,2021-02-03,2021-02-15,South,24.5,34.7,38.6,0,1,0
District of Columbia,3.0,25,2021-02-17,2021-03-01,South,21.3,34.5,36.4,0,1,0
District of Columbia,3.0,26,2021-03-03,2021-03-15,South,25.9,35.3,38.1,0,1,0
District of Columbia,3.0,27,2021-03-17,2021-03-29,South,25.2,31.9,33.8,0,1,0
District of Columbia,3.1,28,2021-04-14,2021-04-26,South,25.6,31.2,37.4,0,1,0
District of Columbia,3.1,29,2021-04-28,2021-05-10,South,21.0,25.0,30.6,0,1,0
District of Columbia,3.1,30,2021-05-12,2021-05-24,South,23.8,26.6,30.8,0,1,0
District of Columbia,3.1,31,2021-05-26,2021-06-07,South,20.3,21.5,26.8,0,1,0
District of Columbia,3.1,32,2021-06-09,2021-06-21,South,18.7,22.4,25.0,0,1,0
District of Columbia,3.1,33,2021-06-23,2021-07-05,South,20.3,23.2,28.0,0,1,0
District of Columbia,3.2,34,2021-07-21,2021-08-02,South,23.0,28.2,35.1,0,1,0
District of Columbia,3.2,35,2021-08-04,2021-08-16,South,23.2,24.4,29.7,0,1,0
District of Columbia,3.2,36,2021-08-18,2021-08-30,South,21.2,30.0,33.0,0,1,0
District of Columbia,3.2,37,2021-09-01,2021-09-13,South,23.6,28.3,32.4,0,1,0
District of Columbia,3.2,38,2021-09-15,2021-09-27,South,16.5,27.3,31.7,0,1,0
District of Columbia,3.2,39,2021-09-29,2021-10-11,South,26.2,31.6,35.9,0,1,0
District of Columbia,3.3,40,2021-12-01,2021-12-13,South,20.7,27.2,31.1,0,1,0
District of Columbia,3.3,41,2021-12-29,2022-01-10,South,20.9,30.3,35.9,0,1,0
District of Columbia,3.3,42,2022-01-26,2022-02-07,South,16.2,23.7,27.1,0,1,0
District of Columbia,3.4,43,2022-03-02,2022-03-14,South,19.8,29.0,31.9,0,1,0
District of Columbia,3.4,44,2022-03-30,2022-04-11,South,25.5,30.9,33.4,0,1,0
District of Columbia,3.4,45,2022-04-27,2022-05-09,South,17.8,25.3,26.8,0,1,0
District of Columbia,3.5,46,2022-06-01,2022-06-13,South,21.6,22.9,26.4,0,1,0
District of Columbia,3.5,47,2022-06-29,2022-07-11,South,23.9,28.5,33.2,0,1,0
District of Columbia,3.5,48,2022-07-27,2022-08-08,South,22.5,28.9,35.1,0,1,0
District of Columbia,3.6,49,2022-09-14,2022-09-26,South,14.7,29.3,32.6,0,1,0
District of Columbia,3.6,50,2022-10-05,2022-10-17,South,17.7,26.1,31.1,0,1,0
District of Columbia,3.6,51,2022-11-02,2022-11-14,South,18.1,24.4,28.0,0,1,0
District of Columbia,3.7,52,2022-12-09,2022-12-19,South,16.4,26.7,30.9,0,1,0
District of Columbia,3.7,53,2023-01-04,2023-01-16,South,15.2,23.0,28.1,0,1,0
District of Columbia,3.7,54,2023-02-01,2023-02-13,South,20.1,25.6,30.7,0,1,0
District of Columbia,3.8,55,2023-03-01,2023-03-13,South,20.5,25.4,30.3,0,1,0
District of Columbia,3.8,56,2023-03-29,2023-04-10,South,8.6,17.5,20.4,0,1,0
District of Columbia,3.8,57,2023-04-26,2023-05-08,South,11.9,19.2,23.6,0,1,0
District of Columbia,3.9,58,2023-06-07,2023-06-19,South,18.6,27.3,30.1,0,1,0
District of Columbia,3.9,59,2023-06-28,2023-07-10,South,21.3,32.0,35.9,0,1,0
District of Columbia,3.9,60,2023-07-26,2023-08-07,South,15.7,19.2,22.8,0,1,0
District of Columbia,3.1,61,2023-08-23,2023-09-04,South,11.0,21.3,23.6,0,1,0
District of Columbia,3.1,62,2023-09-20,2023-10-02,South,12.2,22.7,24.5,0,1,0
Florida,1.0,1,2020-04-23,2020-05-05,South,22.5,32.6,36.8,0,1,0
Florida,1.0,2,2020-05-07,2020-05-12,South,24.8,27.6,33.6,0,1,0
Florida,1.0,3,2020-05-14,2020-05-19,South,24.3,28.2,33.5,0,1,0
Florida,1.0,4,2020-05-21,2020-05-26,South,28.6,34.1,39.1,0,1,0
Florida,1.0,5,2020-05-28,2020-06-02,South,29.6,33.8,40.0,0,1,0
Florida,1.0,6,2020-06-04,2020-06-09,South,30.2,34.8,40.7,0,1,0
Florida,1.0,7,2020-06-11,2020-06-16,South,28.1,37.4,41.8,0,1,0
Florida,1.0,8,2020-06-18,2020-06-23,South,28.8,33.3,39.7,0,1,0
Florida,1.0,9,2020-06-25,2020-06-30,South,31.8,37.7,43.8,0,1,0
Florida,1.0,10,2020-07-02,2020-07-07,South,27.9,37.8,42.0,0,1,0
Florida,1.0,11,2020-07-09,2020-07-14,South,31.7,39.0,43.6,0,1,0
Florida,1.0,12,2020-07-16,2020-07-21,South,30.7,35.1,40.5,0,1,0
Florida,2.0,13,2020-08-19,2020-08-31,South,27.8,33.7,39.4,0,1,0
Florida,2.0,14,2020-09-02,2020-09-14,South,25.3,31.3,36.4,0,1,0
Florida,2.0,15,2020-09-16,2020-09-28,South,25.4,32.8,36.4,0,1,0
Florida,2.0,16,2020-09-30,2020-10-12,South,26.0,31.7,37.8,0,1,0
Florida,2.0,17,2020-10-14,2020-10-26,South,25.9,30.3,35.7,0,1,0
Florida,3.0,18,2020-10-28,2020-11-09,South,30.1,38.3,43.6,0,1,0
Florida,3.0,19,2020-11-11,2020-11-23,South,30.5,33.9,41.3,0,1,0
Florida,3.0,20,2020-11-25,2020-12-07,South,27.9,36.3,39.4,0,1,0
Florida,3.0,21,2020-12-09,2020-12-21,South,28.1,37.7,41.5,0,1,0
Florida,3.0,22,2021-01-06,2021-01-18,South,26.0,33.7,38.0,0,1,0
Florida,3.0,23,2021-01-20,2021-02-01,South,26.3,35.3,40.8,0,1,0
Florida,3.0,24,2021-02-03,2021-02-15,South,28.1,34.4,38.9,0,1,0
Florida,3.0,25,2021-02-17,2021-03-01,South,27.8,32.2,38.5,0,1,0
Florida,3.0,26,2021-03-03,2021-03-15,South,28.1,32.7,38.7,0,1,0
Florida,3.0,27,2021-03-17,2021-03-29,South,24.5,28.8,34.7,0,1,0
Florida,3.1,28,2021-04-14,2021-04-26,South,25.8,30.2,35.0,0,1,0
Florida,3.1,29,2021-04-28,2021-05-10,South,25.7,29.2,32.9,0,1,0
Florida,3.1,30,2021-05-12,2021-05-24,South,21.5,25.8,28.9,0,1,0
Florida,3.1,31,2021-05-26,2021-06-07,South,16.9,24.4,28.0,0,1,0
Florida,3.1,32,2021-06-09,2021-06-21,South,25.7,31.7,34.0,0,1,0
Florida,3.1,33,2021-06-23,2021-07-05,South,19.1,22.9,26.6,0,1,0
Florida,3.2,34,2021-07-21,2021-08-02,South,22.2,27.4,30.9,0,1,0
Florida,3.2,35,2021-08-04,2021-08-16,South,21.7,27.8,32.3,0,1,0
Florida,3.2,36,2021-08-18,2021-08-30,South,23.9,27.5,31.4,0,1,0
Florida,3.2,37,2021-09-01,2021-09-13,South,24.6,32.9,35.5,0,1,0
Florida,3.2,38,2021-09-15,2021-09-27,South,22.9,26.4,31.5,0,1,0
Florida,3.2,39,2021-09-29,2021-10-11,South,20.9,25.7,31.6,0,1,0
Florida,3.3,40,2021-12-01,2021-12-13,South,19.3,24.9,28.8,0,1,0
Florida,3.3,41,2021-12-29,2022-01-10,South,24.5,28.9,33.6,0,1,0
Florida,3.3,42,2022-01-26,2022-02-07,South,21.7,27.9,32.6,0,1,0
Florida,3.4,43,2022-03-02,2022-03-14,South,19.8,25.5,28.7,0,1,0
Florida,3.4,44,2022-03-30,2022-04-11,South,23.6,30.9,34.0,0,1,0
Florida,3.4,45,2022-04-27,2022-05-09,South,20.5,22.9,28.3,0,1,0
Florida,3.5,46,2022-06-01,2022-06-13,South,20.6,26.9,30.4,0,1,0
Florida,3.5,47,2022-06-29,2022-07-11,South,21.5,27.8,32.1,0,1,0
Florida,3.5,48,2022-07-27,2022-08-08,South,23.4,31.4,35.6,0,1,0
Florida,3.6,49,2022-09-14,2022-09-26,South,24.2,30.3,33.4,0,1,0
Florida,3.6,50,2022-10-05,2022-10-17,South,25.7,28.3,36.1,0,1,0
Florida,3.6,51,2022-11-02,2022-11-14,South,24.1,30.7,34.6,0,1,0
Florida,3.7,52,2022-12-09,2022-12-19,South,25.6,31.1,35.5,0,1,0
Florida,3.7,53,2023-01-04,2023-01-16,South,21.6,29.4,33.7,0,1,0
Florida,3.7,54,2023-02-01,2023-02-13,South,21.3,28.7,32.3,0,1,0
